id,name,url,studio,category,episode_count,avg_rating,total_ratings,description
id1460580357,The Literary Life Podcast,https://podcasts.apple.com/us/podcast/the-literary-life-podcast/id1460580357,Angelina Stanford Thomas Banks,Arts,234 episodes,4.8,946 Ratings,"Not just book chat! The Literary Life Podcast is an ongoing conversation about the skill and art of reading well and the lost intellectual tradition needed to fully enter into the great works of literature.Experienced teachers Angelina Stanford and Thomas Banks (of www.HouseOfHumaneLetters.com) join lifelong reader Cindy Rollins (of www.MorningtimeForMoms.com) for slow reads of classic literature, conversations with book lovers, and an ever-unfolding discussion of how Stories Will Save the World.And check out our sister podcast The Well Read Poem with poet Thomas Banks."
id918896288,Gastropod,https://podcasts.apple.com/us/podcast/gastropod/id918896288,Vox Media Podcast Network,Arts,241 episodes,4.7,3.3K Ratings,"Food with a side of science and history. Every other week, co-hosts Cynthia Graber and Nicola Twilley serve up a brand new episode exploring the hidden history and surprising science behind a different food- or farming-related topic, from aquaculture to ancient feasts, from cutlery to chile peppers, and from microbes to Malbec. We interview experts, visit labs, fields, and archaeological digs, and generally have lots of fun while discovering new ways to think about and understand the world through food. Find us online at gastropod.com, follow us on Twitter @gastropodcast, and like us on Facebook at facebook.com/gastropodcast."
id1711116407,DTFae,https://podcasts.apple.com/us/podcast/dtfae/id1711116407,DTFae Podcast,Arts,50 episodes,5.0,13 Ratings,"Follow us at @DTFaePodcast!We like our coffee icy and our books spicy. Oh, and we're totally Down To Fae. A podcast for fantasy romance readers and fans of authors like Sarah J. Maas, Jennifer L. Armentrout, Rebecca Yarros and Carissa Broadbent. Follow along as your delulu hosts discuss your favorite romantasy books in a chapter-by-chapter read, re-read or refresher."
id1533722524,Glamorous Trash: A Celebrity Memoir Podcast,https://podcasts.apple.com/us/podcast/glamorous-trash-a-celebrity-memoir-podcast/id1533722524,Chelsea Devantez,Arts,193 episodes,4.6,1.9K Ratings,"Celebrity Memoirs, Pop Culture, and Books! Join us as we book club female celebrity memoirs through a thoughtful lens."
id1510623480,Biscuits & Jam,https://podcasts.apple.com/us/podcast/biscuits-jam/id1510623480,Southern Living,Arts,187 episodes,4.6,570 Ratings,"In the South, food and music go hand in hand. They define much of what we think of as Southern culture, and they say a lot about our past, our present, and our future. Each week, Sid Evans, Editor in Chief of Southern Living, sits down with musicians, chefs, and other Southern icons to hear the stories of how they grew up, what inspires them, and why they feel connected to the region. Through honest conversations, Sid explores childhood memories, the family meals they still think about, and the intersection of food and music in their lives. Always surprising, always engaging, Biscuits & Jam is a celebration of the South—and the people who are moving it forward every day. New episodes every Tuesday."
id120315179,The Book Review,https://podcasts.apple.com/us/podcast/the-book-review/id120315179,The New York Times,Arts,498 episodes,4.1,3.4K Ratings,"The world's top authors and critics join host Gilbert Cruz and editors at The New York Times Book Review to talk about the week's top books, what we're reading and what's going on in the literary world.Listen to this podcast in New York Times Audio, our new iOS app for news subscribers. Download now at nytimes.com/audioapp"
id1273613024,Bend the Knee: A Song of Ice and Fire Podcast,https://podcasts.apple.com/us/podcast/bend-the-knee-a-song-of-ice-and-fire-podcast/id1273613024,Bend the Knee Media,Arts,450 episodes,4.3,859 Ratings,"Bend the knee and join us each week as we re-read the epic fantasy series, A Song of Ice and Fire by George R. R. Martin. Each episode will contain a small council meeting for updates on the HBO show, Winds of Winter, and GRR’s ‘Not a Blog’. We also include a short history lesson from A World of Ice and Fire. Finally, we take an in-depth look at each chapter of the series. This is a book club without banners, all are welcome to join! Night gathers, and now our read begins …"
id1560226129,Lipstick on the Rim,https://podcasts.apple.com/us/podcast/lipstick-on-the-rim/id1560226129,Dear Media,Arts,171 episodes,4.4,819 Ratings,"Consider Molly Sims and her best friend Emese Gormley your new girlfriends on speed dial for all your pressing beauty and wellness needs. Is Botox a good idea? Should you try that new diet you saw on the Today Show? Molly and Emese have your back. With guests ranging from top health and beauty experts to their industry friends, you’ll get the scoop on the latest trends, which products and procedures to try, and which to run from-- and they just might be doing it all with a drink in hand. Prepare to be obsessed."
id1572653162,Catholic Bible Study,https://podcasts.apple.com/us/podcast/catholic-bible-study/id1572653162,Augustine Institute,Arts,87 episodes,4.8,291 Ratings,"World-renowned Catholic Scholars from the Augustine Institute Graduate School of Theology lead in-depth Catholic Bible Studies to help the faithful encounter the Scriptures to further understanding and devotion to the inspired Word of God. These Bible Studies are brought to you by FORMED and are made possible by the Mission Circle giving society. Consider furthering the mission of the Augustine Institute to help Catholics understand, live, and share their faith by visiting missioncircle.org today."
id1598392451,Saints Alive Podcast,https://podcasts.apple.com/us/podcast/saints-alive-podcast/id1598392451,Saints Alive,Arts,50 episodes,4.8,869 Ratings,"A radio theater podcast for kids that tells the stories of the saints like never before! Geared towards children ages 6-12, this podcast is full of adventure, heroism, virtue and humor. The stories of the saints for your little saints in the making. Come listen with your family and friends!"
id602003021,Overdue,https://podcasts.apple.com/us/podcast/overdue/id602003021,Headgum,Arts,704 episodes,4.6,2.1K Ratings,"Overdue is a podcast about the books you've been meaning to read. Join Andrew and Craig each week as they tackle a new title from their backlog. Classic literature, obscure plays, goofy childen’s books: they'll read it all, one overdue book at a time."
id1191909632,Close Reads Podcast,https://podcasts.apple.com/us/podcast/close-reads-podcast/id1191909632,Goldberry Studios,Arts,400 episodes,4.7,761 Ratings,"Close Reads is a book-club podcast for the incurable reader. Featuring David Kern, Tim McIntosh and Heidi White, alongside a couple of other occasional guests, we read Great Books and talk about them. This is a show for amateurs in the best sense. We’re book lovers, book enthusiasts. This is not an experts show and it’s barely literary analysis in the way that literary analysis is commonly understood. Instead it’s a show about experiences with literary urge. Join us!  closereads.substack.com"
id164829166,Merriam-Webster's Word of the Day,https://podcasts.apple.com/us/podcast/merriam-websters-word-of-the-day/id164829166,Merriam-Webster,Arts,10 episodes,4.4,1.1K Ratings,"Build your vocabulary with Merriam-Webster's Word of the Day!  Each day a Merriam-Webster editor offers insight into a fascinating new word -- explaining its meaning, current use, and little-known details about its origin."
id1707878268,#skinthusiast: the podcast,https://podcasts.apple.com/us/podcast/skinthusiast-the-podcast/id1707878268,Amy Koberling,Arts,47 episodes,4.9,144 Ratings,"#skinthusiast is a podcast for listeners to soak in skincare tips and beauty tricks from the real experts with tangible steps to get that glow from the inside out. Amy Koberling is a skincare educator, practicing Dermatology PA and beauty creator who bridges the gap between the consumer and the industry. How do I spot treat a pimple? How do I create a skincare routine?  What’s the most impactful wellness routine? Should I be buying only clean makeup?Whether you’re a beauty lover, in need of a skin care overhaul or looking to build your brand, this is the show for you.Listen in to the industry’s top experts on everything from the best way to spot treat a blemish, to the drugstore dupes that are better than any luxury serums... We cover it all. Tune in as Dermatologists, brand founders, and other industry experts share their tips and tricks for all things beauty, skincare and wellness. Think of #skinthusiast: the podcast like a coffee chat with the beauty gurus whose brains you’ve always wished you could pick! You won’t get this kind of insight anywhere else!"
id86997870,The Splendid Table: Conversations & Recipes For Curious Cooks & Eaters,https://podcasts.apple.com/us/podcast/the-splendid-table-conversations-recipes-for-curious/id86997870,American Public Media,Arts,25 episodes,4.3,2.8K Ratings,"The Splendid Table has always connected people through the common language of food and eating. Now with award-winning food journalist Francis Lam at the helm, we’re bringing forward even more fresh voices and surprising conversations at the intersection of food, people and culture – covering everything from the global appeal of sesame to the impact of Instagram on everyday eating. It’s a food show where everyone is welcome. Produced by American Public Media."
id1680366795,I'll Read What She's Reading,https://podcasts.apple.com/us/podcast/ill-read-what-shes-reading/id1680366795,I'll Read What She's Reading,Arts,71 episodes,4.5,340 Ratings,"Join Kennedy, Reggie, & Mikayla every Wednesday as they discuss everything from smash or pass on their favorite book characters, deep dives on their favorite authors, & more. Want to read & not sure where to start? Just read what they’re reading! Each month the girls will have a monthly book club book that they, along with their listeners, will read together & discuss. See you Wednesday!"
id1734490947,The Bright Side,https://podcasts.apple.com/us/podcast/the-bright-side/id1734490947,iHeartPodcasts,Arts,95 episodes,4.5,111 Ratings,"Start your day with The Bright Side, a new daily podcast from Hello Sunshine. Co-hosted by journalist, TV host, and podcaster, Danielle Robay and Emmy-nominated journalist, host, and producer, Simone Boyce, The Bright Side brings your daily dose of culture and inspiration – with the latest trends, celebrity interviews, and real conversations with women doing amazing things while navigating life’s transitions, big and small. The Bright Side is a talk show created to inspire, educate, and empower women as they tackle life each day and add joy to their morning routines. Join Danielle and Simone and the Hello Sunshine community every weekday for entertainment, culture, wellness, books, and more."
id1465445746,The Emerald,https://podcasts.apple.com/us/podcast/the-emerald/id1465445746,Joshua Schrei,Arts,86 episodes,4.9,577 Ratings,"The Emerald explores the human experience through a vibrant lens of myth, story, and imagination. Brought to life through the wise, wild, and humorous vision of Joshua Michael Schrei — a teacher and lifelong student of the cosmologies and mythologies of the world — the podcast draws from a deep well of poetry, lore, and mythos to challenge conventional narratives on politics and public discourse, meditation and mindfulness, art, science, literature, and more. At the heart of the podcast is the premise that the imaginative, poetic, animate heart of human experience — elucidated by so many cultures over so many thousands of years — is missing in modern discourse and is urgently needed at a time when humanity is facing unprecedented problems. The Emerald advocates for an imaginative vision of human life and human discourse as it questions deep underlying assumptions about societal progress."
id1744398825,The Lou Young Show,https://podcasts.apple.com/us/podcast/the-lou-young-show/id1744398825,Lou Young III,Arts,13 episodes,4.9,40 Ratings,The Lou Young Show is a variety podcast featuring former NFL player turned comedy star Lou Young.
id1673482207,Movement with Meklit Hadero,https://podcasts.apple.com/us/podcast/movement-with-meklit-hadero/id1673482207,Meklit Hadero,Arts,24 episodes,5.0,31 Ratings,"Movement is a podcast, radio series and live show that tells stories of global migration through music. Hosted by Ethiopian-American singer Meklit Hadero, the show is a meditation on the large-scale forces at play in individual lives. Issues of citizenship, identity, belonging, and borders are explored through the experiences of artists themselves: two brothers sharing one guitar, a daughter trying on her father’s shoes, the lineage of a drum, and the sounds of a grandmother’s backyard."
id1366633318,Moms Don’t Have Time to Read Books,https://podcasts.apple.com/us/podcast/moms-dont-have-time-to-read-books/id1366633318,Author Obsessions,Arts,"1,928 episodes",4.5,518 Ratings,"Moms Don’t Have Time to Read Books is the award-winning, author-interview podcast hosted by author, bookstore owner and publisher, Zibby Owens, dubbed ""NYC's Most Powerful Book-fluencer"" (Vulture). (Zibby's novel Blank is a USA Today bestseller!) Hear from your favorite celebrities, novelists, memoirists, and others to keep you in-the-know, help you find the next book for you, and inspire you!Sign up for our newsletters here and learn more on zibbymedia.com. Please rate and review the podcast if you love it!!***Music by Morning Moon Music.Sound editing by TexturesSound.Hosting by Acast.To inquire about advertising, please contact allie.gallo@acast.com.***Thank you to this week's sponsors:ByHeart: ByHeart is an infant nutrition company built from the ground up to deliver real innovation on behalf of babies and parents. Their mission is simple: make the best formula in the world. Redeem your welcome offer at ByHeart.com/Podcast with code ZIBBY20 for a limited time.K12: K12 Powered Schools are tuition-free online accredited public schools for kindergarten through 12th grade, designed to help your child to learn at their own pace, in their own place, and with an engaging curriculum that supports individual learning styles. Join the more than 2 million families who have been served by K12, and empower your student to reach their full potential now. Go to K12.com/ZIBBY today to learn more and find a tuition-free K12-powered school near you.ADT: ADT is America’s most trusted name in home security. From cameras to doorbells and more, get peace of mind when you’re home or away. Get started at ADT.com.CrunchLabs: CrunchLabs’ goal is to show kids how to Think Like an Engineer through CrunchLabs Build Boxes, a STEM subscription build-it-yourself box! For the summer, CrunchLabs is hosting Camp CrunchLabs: a supercharged 12-week virtual summer camp. That’s a Build Box every week for 12 weeks—least boring summer ever! Visit crunchlabs.com/ZIBBY for a Camp CrunchLabs discount! Now there's more! Subscribe to Moms Don't Have Time to Read Books on Acast+ and get ad-free episodes. https://plus.acast.com/s/moms-dont-have-time-to-read-books. Hosted on Acast. See acast.com/privacy for more information."
id862258051,Jay & Miles X-Plain the X-Men,https://podcasts.apple.com/us/podcast/jay-miles-x-plain-the-x-men/id862258051,Jay Edidin & Miles Stokes,Arts,496 episodes,4.7,1.7K Ratings,"Daunted by complex continuity? Can’t tell a mutate from a warpie? We are here for you. We have trained for this responsibility for decades. We have the backissues, the calluses, and a really detailed map of the Summers family tree.We’ve been explaining the X-Men informally for years–to our friends and family, to the Internet, and, occasionally, to patient strangers on the street. Now, we’re making it official, with Jay and Miles X-Plain the X-Men: a weekly podcast dedicated to unpacking the weird, wonderful world of our favorite superhero soap opera for newcomers and die-hard fans alike."
id1753725201,kelliot‪!‬,https://podcasts.apple.com/us/podcast/kelliot/id1753725201,Kel Lauren and Elliot Ulm,Arts,6 episodes,4.8,14 Ratings,Designers who care. With @kel.lauren and @elliotisacoolguy
id1074070278,History of Westeros (Game of Thrones‪)‬,https://podcasts.apple.com/us/podcast/history-of-westeros-game-of-thrones/id1074070278,History of Westeros,Arts,339 episodes,4.6,1.2K Ratings,"Come obsess over A Song of Ice and Fire and Game of Thrones with us! Our show is an enthusiastic and heavily-detailed look at the past, present and future of Westeros and the realms beyond."
id1438162222,Something Scary,https://podcasts.apple.com/us/podcast/something-scary/id1438162222,Studio71,Arts,313 episodes,4.8,8.1K Ratings,"Do you wanna hear something scary? Join Blair and Steffany every week as they bring you the creepiest ghost stories, urban legends, and folktales.Wanna hear something scary without ads? Click here: https://somethingscary.supercast.tech/We wanna make the podcast even better, help us learn how we can: https://bit.ly/2EcYbu4 For advertising opportunities please email PodcastPartnerships@Studio71us.com   Privacy Policy: https://www.studio71.com/us/terms-and-conditions-use/#Privacy%20Policy"
id1155061645,All About Agatha Christie,https://podcasts.apple.com/us/podcast/all-about-agatha-christie/id1155061645,All About Agatha (Christie),Arts,274 episodes,4.7,1K Ratings,"All About Agatha is a podcast all about, well, Agatha. Agatha Christie, of course: the Queen of Crime, a real-life Dame of the British Empire, and author of sixty-six mystery novels that spanned the Twentieth Century, defining a genre. For five years, Catherine Brobeck and Kemper Donovan revisited these novels in publication order, ranking them according to pre-set criteria (plot, character, etc.). Tragically, Catherine Brobeck passed away at the end of 2021. Since then, Kemper has completed the podcast's ranking project, and now contents himself with celebrating the greatness of Christie by attempting to solve the ultimate mystery where she is concerned. Why Christie--and Christie alone--endures as powerfully as she does."
id1560876048,Booknotes‪+‬,https://podcasts.apple.com/us/podcast/booknotes/id1560876048,C-SPAN,Arts,181 episodes,4.8,138 Ratings,"Taking the concept from Brian Lamb's long running Booknotes TV program, the podcast offers listeners more books and authors. Booknotes+ features a mix of new interviews with authors and historians, along with some old favorites from the archives. The platform may be different, but the goal is the same – give listeners the opportunity to learn something new."
id1225204588,The Business of Fashion Podcast,https://podcasts.apple.com/us/podcast/the-business-of-fashion-podcast/id1225204588,The Business of Fashion,Arts,453 episodes,4.4,511 Ratings,"The Business of Fashion has gained a global following as an essential daily resource for fashion creatives, executives and entrepreneurs in over 200 countries. It is frequently described as “indispensable,” “required reading” and “an addiction.” Hosted on Acast. See acast.com/privacy for more information."
id1116847329,The Von Haessler Doctrine,https://podcasts.apple.com/us/podcast/the-von-haessler-doctrine/id1116847329,Cox Media Group,Arts,"1,936 episodes",4.7,668 Ratings,"The Von Haessler Doctrine“Refreshing and Entertaining!”WEEKDAYS LIVE  3PM-7PM on 95.5 WSBListen On-Demand anytime.Combining humor, current events, and an independent view on politics, Eric Von Haessler and his talented cast of sidekicks are described by Atlantans as “funny, informative and interesting.”"
id1754296527,The True Story of the Fake Zombies,https://podcasts.apple.com/us/podcast/the-true-story-of-the-fake-zombies/id1754296527,iHeartPodcasts,Arts,5 episodes,4.5,27 Ratings,"In 1969, the Zombies had a huge hit single, despite having broken up two years earlier. To meet the unexpected demand, one promoter did the only sensible thing: Hire four kids from Texas to tour America pretending to be a defunct British psych-rock band."
id1354253207,Reading Ferdowsi فردوسی خوان‪ی‬,https://podcasts.apple.com/us/podcast/reading-ferdowsi-%D9%81%D8%B1%D8%AF%D9%88%D8%B3%DB%8C-%D8%AE%D9%88%D8%A7%D9%86%DB%8C/id1354253207,Amir Khadem,Arts,196 episodes,4.8,2.2K Ratings,پادکست برای دوستداران مبتدی شاهنامه
id957430475,The Allusionist,https://podcasts.apple.com/us/podcast/the-allusionist/id957430475,Helen Zaltzman,Arts,217 episodes,4.8,2.9K Ratings,Adventures in language with Helen Zaltzman. TheAllusionist.org
id1375630453,Inside Trader Joe's,https://podcasts.apple.com/us/podcast/inside-trader-joes/id1375630453,Trader Joe's,Arts,87 episodes,4.8,4.2K Ratings,"From our humble beginnings as a small chain of eclectic Southern California convenience stores, Trader Joe’s has grown to become a national chain of 552 (and counting) neighborhood grocery stores, employing more than 65,000 Crew Members.  How?  By being comfortable with being different. Every episode takes you Inside Trader Joe’s in a podcast series only Trader Joe's could deliver.  Are you a Trader Joe’s fan?  Want to know what keeps people coming back? Hungry for all the new and exciting stuff coming to your neighborhood store?  Let's go Inside Trader Joe’s. Thanks for listening."
id1372347504,HowToBBQRight,https://podcasts.apple.com/us/podcast/howtobbqright/id1372347504,Malcom Reed,Arts,248 episodes,4.8,573 Ratings,"Welcome to the HowToBBQRight Podcast with Malcom & Rachelle Reed. Here we talk all about our weekly YouTube recipes, what we’re grilling at the house, tips and tricks for grilling and our competition BBQ contests."
id1440190146,Fated Mates - A Romance Novel Podcast,https://podcasts.apple.com/us/podcast/fated-mates-a-romance-novel-podcast/id1440190146,Fated Mates,Arts,307 episodes,4.9,808 Ratings,"The most listened to romance novel podcast, Fated Mates is co-hosted by bestselling author Sarah MacLean and romance critic Jen Prokop. Weekly episodes include romance novel read-alongs and lively discussions of the work of the genre, highlighting the romance novel as a powerful tool in fighting the patriarchy…with absolutely no kink shaming."
id1194913358,The Losers' Club: A Stephen King Podcast,https://podcasts.apple.com/us/podcast/the-losers-club-a-stephen-king-podcast/id1194913358,Bloody FM,Arts,442 episodes,4.6,1.2K Ratings,"Founded in 2017, The Losers’ Club® is an award-winning weekly series that chronologically digs through the work of Stephen King with humor, irreverence, and a critical eye. Each episode, the Losers gather together to read between the iconic pages and share the latest in King’s Dominion, whether it’s the author’s oft-controversial tweets, the boldest Hollywood headlines, or his endless forthcoming projects. The series also regularly features special guests. In the past, the Losers have spoken to Mike Flanagan, Thomas Jane, Tananarive Due, Chapo Trap House, Owen Teague, Mick Garris, Mary Lambert, Jerry O’Connell, Wil Wheaton, Joe Bob Briggs, and even King himself.Suitable for readers both Constant and casual. King says check us out.Edited by Kyle Orozovich. Music by The Most/Charlie Laurence. Produced by Michael Roffman and Randall Colburn."
id283657561,Snap Judgment,https://podcasts.apple.com/us/podcast/snap-judgment/id283657561,Snap Judgment,Arts,424 episodes,4.7,10.9K Ratings,"Snap Judgment mixes real stories with killer beats to produce cinematic, dramatic radio. Snap’s raw, musical brand of storytelling dares listeners to see the world through the eyes of another. It's storytelling... with a BEAT."
id1567511802,Food with Mark Bittman,https://podcasts.apple.com/us/podcast/food-with-mark-bittman/id1567511802,Mark Bittman,Arts,149 episodes,4.8,914 Ratings,"Former New York Times food journalist and #1 bestselling author Mark Bittman (How to Cook Everything; VB6; Animal, Vegetable, Junk) is joined by co-host (and daughter) Kate to explore all aspects of food – from what to have for dinner, how to raise healthy children, and how to perfect your cooking routine to big picture questions about climate change, sustainability, food policy, and global hunger. Each week, Mark and Kate talk with cooks, celebrities, chefs, farmers, activists, policymakers, and food-lovers about the role of food in their lives, what they love to cook, and the ways that food impacts our society. Plus Mark and Kate offer handy cooking tips, recipes, answers to your questions, and much more.If you have a minute, we'd love it if you'd take a short survey about our show! Head here: http://bit.ly/foodwithmarkbittman-survey Hosted on Acast. See acast.com/privacy for more information."
